accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_013328985.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR4; g__GW2011-AR11; s__GW2011-AR11 sp12027u	False	False
GCA_013329045.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA9989; g__UBA9989; s__UBA9989 sp9989u	True	False
GCA_013329155.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA9642; g__UBA9642; s__UBA9642 sp12459u	False	False
GCA_013329175.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA11716; g__UBA11716; s__UBA11716 sp9638u	True	False
GCA_013330075.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__CG1-02-47-18; g__CG1-02-47-18; s__CG1-02-47-18 sp002763335	False	False
GCA_013330455.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA12501; g__UBA12501; s__UBA12501 sp10192u	False	False
GCA_013330465.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA9989; g__UBA9989; s__UBA9989 sp9989u	False	False
GCA_013330485.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR4; g__GW2011-AR11; s__GW2011-AR11 sp12027u	False	False
GCA_013330595.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA9642; g__UBA9642; s__UBA9642 sp12459u	True	False
GCA_013330825.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR4; g__GW2011-AR11; s__GW2011-AR11 sp12027u	True	False
GCA_013330865.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR4; g__GW2011-AR11; s__GW2011-AR11 sp12027u	False	False
GCA_013330875.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9; g__UBA11998; s__UBA11998 sp002686315	False	False
