OTU	Elos07	Classification
Otu25235	3094	Bacteria;FCB group;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca;Gemmatimonas aurantiaca T-27;;;
Otu25236	1	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum;Ralstonia solanacearum FQY_4;;;;
Otu25237	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Chivirus;unclassified Chivirus;Salmonella phage TS13;;;
Otu25238	888	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;unclassified Comamonas;Comamonas sp. Y33R10-2;;;;
Otu25239	823	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio metoecus;;;;;
Otu25240	22	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Wigglesworthia;Wigglesworthia glossinidia;Wigglesworthia glossinidia endosymbiont of Glossina morsitans;Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony);;;
Otu25241	2438	Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia panareensis;;;;
Otu25242	4818	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;unclassified Cellulomonas;Cellulomonas sp. JZ18;;;
Otu25243	87	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis;;;;
Otu25244	187	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alvei;;;;
Otu25245	1	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;;;;;;;;
Otu25246	47	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Priunavirus;unclassified Priunavirus;Providencia phage PSTCR5;;;
Otu25247	320	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii;Faecalibacterium prausnitzii L2-6;;;
Otu25248	2	Viruses;Naldaviricetes;Lefavirales;Nudiviridae;Betanudivirus;Heliothis zea nudivirus;Helicoverpa zea nudivirus 2;;;;;;
Otu25249	175	Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga;Kosmotoga olearia;Kosmotoga olearia TBF 19.5.1;;;;
Otu25250	69	Archaea;TACK group;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus;;;;
Otu25251	5252	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. MBT27;;;
Otu25252	3	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Hemileuca species nucleopolyhedrovirus;Hemileuca sp. nucleopolyhedrovirus;;;;;;
Otu25253	139	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus poinarii;Xenorhabdus poinarii G6;;;;
Otu25254	1108	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Swingsia;unclassified Swingsia;Swingsia sp. F3b2;;;;
Otu25255	29417	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sulfidiphilus;Thioalkalivibrio sulfidiphilus HL-EbGr7;;;;
Otu25256	30	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unclassified Enterobacteriaceae;Enterobacteriaceae endosymbiont of Macroplea mutica;;;;;
Otu25257	8771	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;unclassified Thauera;Thauera sp. K11;;;;
Otu25258	2330	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Heliobacteriaceae;Heliomicrobium;Heliomicrobium modesticaldum;Heliomicrobium modesticaldum Ice1;;;
Otu25259	2339	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;Granulosicoccus antarcticus;Granulosicoccus antarcticus IMCC3135;;;;
Otu25260	3	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;unclassified Escherichia;Escherichia sp. SCLE84;;;;
Otu25261	3	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter hyointestinalis;Campylobacter hyointestinalis subsp. hyointestinalis;;;
Otu25262	83	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Limnospira;Limnospira indica;Limnospira indica PCC 8005;;
Otu25263	1287	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Dongshaea;Dongshaea marina;;;;;
Otu25264	1	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis AJW4;;
Otu25265	18	Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginalis;;;;
Otu25266	62	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;unclassified Sulfurimonas;Sulfurimonas sp. H1576;;;
Otu25267	82	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus ginsenosidimutans;;;;
Otu25268	516888	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halorubrum;Halorubrum ezzemoulense;;;;
Otu25269	17	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;;;;;;
Otu25270	212	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. PONIH3;;;;
Otu25271	6	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;unclassified Carnobacterium;Carnobacterium sp. CP1;;;
Otu25272	3685	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Gryllotalpicola;Gryllotalpicola protaetiae;;;;
Otu25273	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Slopekvirinae;Drulisvirus;Klebsiella virus myPSH1235;Klebsiella phage myPSH1235;;
Otu25274	289	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas foliarum;;;;;
Otu25275	350	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;;;;;;
Otu25276	8651	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Sulfuritortus;Sulfuritortus calidifontis;;;;;
Otu25277	2378	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia odontolytica;;;;
Otu25278	795	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea stewartii;;;;;
Otu25279	11435	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Jiangellales;Jiangellaceae;Jiangella;unclassified Jiangella;Jiangella sp. DSM 45060;;;
Otu25280	39	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium beijerinckii;Clostridium beijerinckii NRRL B-598;;;
Otu25281	3916	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sinipercae;;;;;
Otu25282	45	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Rhizobacter;;;;;;
Otu25283	1	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Firstpapillomavirinae;Dyokappapapillomavirus;Dyokappapapillomavirus 1;Ovis aries papillomavirus 3;;
Otu25284	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Commensalibacter;unclassified Commensalibacter;Commensalibacter sp. ESL0284;;;;
Otu25285	9256	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina widdelii;;;;
Otu25286	9	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;;;;;;;
Otu25287	111	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella ovis;;;;;
Otu25288	294	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;unclassified Enterobacter;Enterobacter sp. RHBSTW-00175;;;;
Otu25289	10118	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;unclassified Saccharothrix;Saccharothrix sp. 6-C;;;
Otu25290	24	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;unclassified Geobacillus;Geobacillus sp. C56-T3;;;
Otu25291	7916	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora sera;;;;
Otu25292	328	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;unclassified Marinobacterium;Marinobacterium sp. LSUCC0821;;;;
Otu25293	68	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Candidatus Sneabacter;Candidatus Sneabacter namystus;;;;
Otu25294	65	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. R4-34-07;;;;
Otu25295	23	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Bat mastadenovirus C;Bat mastadenovirus WIV10;;;
Otu25296	1413	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella khirikhana;;;;;
Otu25297	2129	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter phenanthrenivorans;Pseudarthrobacter phenanthrenivorans Sphe3;;;
Otu25298	32	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia typhi;;;
Otu25299	1771	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;unclassified Cohnella;Cohnella sp. LGH;;;
Otu25300	74	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unclassified Pseudonocardia;Pseudonocardia sp. EC080625-04;;;
Otu25301	3117	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter;Pannonibacter phragmitetus;Pannonibacter phragmitetus BB;;;;
Otu25302	75	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia glumae;Burkholderia glumae BGR1;;;;
Otu25303	385	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfofarcimen;Desulfofarcimen acetoxidans;Desulfofarcimen acetoxidans DSM 771;;;
Otu25304	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Schitoviridae;Eceepunavirus;Enterobacter virus EcP1;Enterobacter phage EcP1;;;
