OTU	Elos03	Classification
Otu36986	7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Chenonavirus;Mycobacterium virus Che9c;;;;
Otu36987	6490	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;unclassified Saccharothrix;Saccharothrix sp. 6-C;;;
Otu36988	16	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;unclassified Myoviridae;;;;;
Otu36989	83016	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halopenitus;Halopenitus persicus;;;;
Otu36990	4	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Betabaculovirus;Spodoptera frugiperda granulovirus;;;;;;;
Otu36991	661	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas migulae;;;;
Otu36992	26	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia;unclassified Borrelia;Borrelia sp. A-FGy1;;;;
Otu36993	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Streptococcus phage M102;;;;
Otu36994	282	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;;;;
Otu36995	23	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae;Paenibacillus larvae subsp. pulvifaciens;;;
Otu36996	343180	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;;;;;;;;
Otu36997	670	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;;;;;;;
Otu36998	49	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;unclassified Rickettsia;Rickettsia endosymbiont of Bemisia tabaci;Rickettsia sp. MEAM1 (Bemisia tabaci);;
Otu36999	5587	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Spirosomaceae;Runella;Runella slithyformis;Runella slithyformis DSM 19594;;
Otu37000	335	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia ubonensis;Burkholderia ubonensis MSMB22;;;
Otu37001	714	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;unclassified Clostridium;Clostridium sp. SY8519;;;
Otu37002	4542	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter baengnokdamensis;;;
Otu37003	13	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;unclassified spotted fever group;Rickettsia endosymbiont of Ixodes scapularis;;
Otu37004	7	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;;;;;;
Otu37005	78	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga baltica;Cellulophaga baltica NN016038;;
Otu37006	240	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium divergens;;;;
Otu37007	2	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;Bacteroides caccae CL03T12C61;;
Otu37008	5052	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;unclassified Hydrogenophaga;Hydrogenophaga sp. BA0156;;;;
Otu37009	26	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;unclassified Polaribacter;Polaribacter sp. R2A056_3_33;;
Otu37010	2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Jeilongvirus;Myodes jeilongvirus;Pohorje myodes paramyxovirus 1;
Otu37011	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;;;;;;;
Otu37012	2308	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;unclassified Sphingobium;Sphingobium sp. KCTC 72723;;;;
Otu37013	53	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas mediterranea;Alteromonas mediterranea DE;;;;
Otu37014	11	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Mufasoctovirus;Arthrobacter virus Mufasa8;Arthrobacter phage Mufasa8;;;
Otu37015	56	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium tuberculosis;Mycobacterium tuberculosis KZN 605;;
Otu37016	5758	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans suffuscus;;;;
Otu37017	350	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter lanthieri;;;;
Otu37018	53	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia pseudomallei;Burkholderia pseudomallei MSHR1328;;;
Otu37019	2901	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium smegmatis;;;;
Otu37020	14	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Nautiliales;Nautiliaceae;;;;;;
Otu37021	8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Antsirabe;;;;
Otu37022	33539	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Natrinema;Natrinema versiforme;;;;
Otu37023	1828	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium kansasii;;;;
Otu37024	6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;Jasinkavirinae;Pecentumvirus;;;;
Otu37025	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;unclassified Fromanvirus;Mycobacterium phage DarthPhader;;;
Otu37026	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Arequatrovirus;unclassified Arequatrovirus;Streptomyces phage Omar;;
Otu37027	647	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium striatum;;;;
Otu37028	38	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma salivarium;;;;
Otu37029	21	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor kristjanssonii;Caldicellulosiruptor kristjanssonii I77R1B;;;
Otu37030	4237	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Hyellaceae;Pleurocapsa;unclassified Pleurocapsa;Pleurocapsa sp. PCC 7327;;;
Otu37031	857	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter;unclassified Arthrobacter;Arthrobacter sp. YC-RL1;;;
Otu37032	167	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;unclassified Diaphorobacter;;;;;
Otu37033	245	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 2114.2;;;
Otu37034	86	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. Colony2;;;;
Otu37035	115	Archaea;TACK group;Crenarchaeota;Thermoprotei;Acidilobales;Acidilobaceae;Acidilobus;unclassified Acidilobus;Acidilobus sp. 7A;;;
Otu37036	59	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus laterosporus;Brevibacillus laterosporus LMG 15441;;;
Otu37037	28	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vojvodinavirus;;;;;
Otu37038	2918	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces viridosporus;Streptomyces viridosporus T7A;;;
Otu37039	2326	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium;Mesorhizobium sp. NZP2077;;;;
Otu37040	1947	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;unclassified Marinobacter;Marinobacter sp. CP1;;;;
Otu37041	35	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;unclassified Polynucleobacter;Polynucleobacter sp. JS-JIR-5-A7;;;;
Otu37042	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trinevirus;Gordonia virus Trine;Gordonia phage Trine;;;
Otu37043	12472	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;unclassified Paracoccus;Paracoccus sp. Arc7-R13;;;;
Otu37044	7	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola (Cinara piceae);;;;
Otu37045	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lessievirus;Burkholderia virus DC1;Burkholderia phage DC1;;;
Otu37046	281	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter cibarius;;;;
Otu37047	202	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;unclassified Helicobacter;Helicobacter sp. NHP19-0003;;;
Otu37048	806	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;unclassified Cohnella;Cohnella sp. MFER-1;;;
Otu37049	1	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Capripoxvirus;;;;
Otu37050	2648	Bacteria;FCB group;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca;Gemmatimonas aurantiaca T-27;;;
Otu37051	380	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;unclassified Comamonas;Comamonas sp. Y33R10-2;;;;
Otu37052	618	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio metoecus;;;;;
Otu37053	1	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori 52;;;
Otu37054	25	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Wigglesworthia;Wigglesworthia glossinidia;Wigglesworthia glossinidia endosymbiont of Glossina morsitans;Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony);;;
Otu37055	2123	Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia panareensis;;;;
Otu37056	3088	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;unclassified Cellulomonas;Cellulomonas sp. JZ18;;;
Otu37057	637	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas extremaustralis;;;;;
Otu37058	164	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alvei;;;;
Otu37059	1	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;;;;;;;;
Otu37060	422	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina;unclassified Aquimarina;Aquimarina sp. BL5;;
Otu37061	216	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii;Faecalibacterium prausnitzii L2-6;;;
Otu37062	15	Viruses;Naldaviricetes;Lefavirales;Nudiviridae;Betanudivirus;Heliothis zea nudivirus;Helicoverpa zea nudivirus 2;;;;;;
Otu37063	129	Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga;Kosmotoga olearia;Kosmotoga olearia TBF 19.5.1;;;;
Otu37064	94	Archaea;TACK group;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus;;;;
Otu37065	1	Viruses;unclassified viruses;Culex negev-like virus 3;;;;;;;;;;
Otu37066	3779	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. MBT27;;;
Otu37067	3	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Hemileuca species nucleopolyhedrovirus;Hemileuca sp. nucleopolyhedrovirus;;;;;;
Otu37068	135	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus poinarii;Xenorhabdus poinarii G6;;;;
Otu37069	882	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Swingsia;unclassified Swingsia;Swingsia sp. F3b2;;;;
Otu37070	8197	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sulfidiphilus;Thioalkalivibrio sulfidiphilus HL-EbGr7;;;;
Otu37071	37	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unclassified Enterobacteriaceae;Enterobacteriaceae endosymbiont of Macroplea mutica;;;;;
Otu37072	3979	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;unclassified Thauera;Thauera sp. K11;;;;
Otu37073	2388	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;Spirosoma endbachense;;;
Otu37074	1052	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter;;;;;;
Otu37075	111	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Limnospira;Limnospira indica;Limnospira indica PCC 8005;;
Otu37076	627	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Dongshaea;Dongshaea marina;;;;;
Otu37077	2	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis AJW4;;
Otu37078	23	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;;;;;
Otu37079	19	Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginalis;;;;
Otu37080	75	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;unclassified Sulfurimonas;Sulfurimonas sp. H1576;;;
Otu37081	142	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus ginsenosidimutans;;;;
Otu37082	478834	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halorubrum;Halorubrum ezzemoulense;;;;
Otu37083	10	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;;;;;;
Otu37084	110	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. PONIH3;;;;
Otu37085	10	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;unclassified Carnobacterium;Carnobacterium sp. CP1;;;
Otu37086	2490	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Gryllotalpicola;Gryllotalpicola protaetiae;;;;
Otu37087	285	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas foliarum;;;;;
Otu37088	255	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;;;;;;
Otu37089	3124	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Sulfuritortus;Sulfuritortus calidifontis;;;;;
Otu37090	1817	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia odontolytica;;;;
Otu37091	480	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea stewartii;;;;;
Otu37092	6760	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Jiangellales;Jiangellaceae;Jiangella;unclassified Jiangella;Jiangella sp. DSM 45060;;;
Otu37093	23	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium beijerinckii;Clostridium beijerinckii NRRL B-598;;;
Otu37094	2419	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sinipercae;;;;;
Otu37095	37	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Rhizobacter;;;;;;
Otu37096	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Commensalibacter;unclassified Commensalibacter;Commensalibacter sp. ESL0284;;;;
Otu37097	2487	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia thailandensis;;;;
Otu37098	3230	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina widdelii;;;;
Otu37099	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae;Haemophilus influenzae 2019;;;;
Otu37100	20	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;;;;;;;
Otu37101	96	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella ovis;;;;;
Otu37102	211	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;unclassified Enterobacter;Enterobacter sp. RHBSTW-00175;;;;
Otu37103	3	Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira interrogans;Leptospira interrogans serovar Canicola;;;;
Otu37104	4942	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;unclassified Marinobacter;Marinobacter sp. NP-4(2019);;;;
Otu37105	144	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;unclassified Rothia (in: Bacteria);Rothia sp. ZJ932;;;
Otu37106	4330	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora sera;;;;
Otu37107	3	Viruses;unclassified viruses;Rudphi virus 5;;;;;;;;;;
Otu37108	319	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;unclassified Marinobacterium;Marinobacterium sp. LSUCC0821;;;;
Otu37109	117	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Candidatus Sneabacter;Candidatus Sneabacter namystus;;;;
Otu37110	19	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. R4-34-07;;;;
Otu37111	8	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Bat mastadenovirus C;Bat mastadenovirus WIV10;;;
Otu37112	771	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella khirikhana;;;;;
Otu37113	1232	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter phenanthrenivorans;Pseudarthrobacter phenanthrenivorans Sphe3;;;
Otu37114	24	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia typhi;;;
Otu37115	1486	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;unclassified Cohnella;Cohnella sp. LGH;;;
Otu37116	34	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unclassified Pseudonocardia;Pseudonocardia sp. EC080625-04;;;
Otu37117	52	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus troglodytae;;;;
Otu37118	2642	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter;Pannonibacter phragmitetus;Pannonibacter phragmitetus BB;;;;
Otu37119	97	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia glumae;Burkholderia glumae BGR1;;;;
Otu37120	419	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfofarcimen;Desulfofarcimen acetoxidans;Desulfofarcimen acetoxidans DSM 771;;;
Otu37121	41	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis anatis;;;;
