OTU	Elos01	Classification
Otu60972	10203	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;unclassified Marinobacter;Marinobacter sp. CP1;;;;
Otu60973	79	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;unclassified Polynucleobacter;Polynucleobacter sp. JS-JIR-5-A7;;;;
Otu60974	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Asteriusvirus;Escherichia virus PBECO4;Escherichia phage PBECO4;;;
Otu60975	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trinevirus;Gordonia virus Trine;Gordonia phage Trine;;;
Otu60976	3304	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;unclassified Paracoccus;Paracoccus sp. Arc7-R13;;;;
Otu60977	82	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola (Cinara piceae);;;;
Otu60978	8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lessievirus;Burkholderia virus DC1;Burkholderia phage DC1;;;
Otu60979	745	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter cibarius;;;;
Otu60980	190	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter lanienae;;;;
Otu60981	604	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;unclassified Cohnella;Cohnella sp. MFER-1;;;
Otu60982	6	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Capripoxvirus;;;;
Otu60983	1649	Bacteria;FCB group;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca;Gemmatimonas aurantiaca T-27;;;
Otu60984	1	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum;Ralstonia solanacearum FQY_4;;;;
Otu60985	1	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Reoviridae;Spinareovirinae;Cypovirus;Cypovirus 5;;;
Otu60986	1	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Mustelpoxvirus;Sea otterpox virus;Sea otter poxvirus;;
Otu60987	763	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;unclassified Comamonas;Comamonas sp. Y33R10-2;;;;
Otu60988	1	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Variola virus;;;
Otu60989	551	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio metoecus;;;;;
Otu60990	79	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Wigglesworthia;Wigglesworthia glossinidia;Wigglesworthia glossinidia endosymbiont of Glossina morsitans;Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony);;;
Otu60991	1957	Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia panareensis;;;;
Otu60992	3286	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;unclassified Cellulomonas;Cellulomonas sp. JZ18;;;
Otu60993	89	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis;;;;
Otu60994	471	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alvei;;;;
Otu60995	35	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;;;;;;;;
Otu60996	5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Priunavirus;unclassified Priunavirus;Providencia phage PSTCR5;;;
Otu60997	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Marfavirus;;;;;
Otu60998	276	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii;Faecalibacterium prausnitzii L2-6;;;
Otu60999	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia chaffeensis;Ehrlichia chaffeensis str. Liberty;;;
Otu61000	12	Viruses;Naldaviricetes;Lefavirales;Nudiviridae;Betanudivirus;Heliothis zea nudivirus;Helicoverpa zea nudivirus 2;;;;;;
Otu61001	260	Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga;Kosmotoga olearia;Kosmotoga olearia TBF 19.5.1;;;;
Otu61002	46	Archaea;TACK group;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus;;;;
Otu61003	6	Viruses;unclassified viruses;Culex negev-like virus 3;;;;;;;;;;
Otu61004	3161	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. MBT27;;;
Otu61005	5	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Hemileuca species nucleopolyhedrovirus;Hemileuca sp. nucleopolyhedrovirus;;;;;;
Otu61006	154	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus poinarii;Xenorhabdus poinarii G6;;;;
Otu61007	677	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Swingsia;unclassified Swingsia;Swingsia sp. F3b2;;;;
Otu61008	45376	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Salarchaeum;Salarchaeum japonicum;;;;
Otu61009	116	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unclassified Enterobacteriaceae;Enterobacteriaceae endosymbiont of Macroplea mutica;;;;;
Otu61010	5650	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;unclassified Thauera;Thauera sp. K11;;;;
Otu61011	1875	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Heliobacteriaceae;Heliomicrobium;Heliomicrobium modesticaldum;Heliomicrobium modesticaldum Ice1;;;
Otu61012	240	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter;;;;;;
Otu61013	3	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;unclassified Escherichia;Escherichia sp. SCLE84;;;;
Otu61014	114	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Limnospira;Limnospira indica;Limnospira indica PCC 8005;;
Otu61015	1045	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Dongshaea;Dongshaea marina;;;;;
Otu61016	52	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis AJW4;;
Otu61017	118	Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginalis;;;;
Otu61018	349	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;unclassified Sulfurimonas;Sulfurimonas sp. H1576;;;
Otu61019	198	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus ginsenosidimutans;;;;
Otu61020	779420	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halorubrum;Halorubrum ezzemoulense;;;;
Otu61021	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Marfavirus;Klebsiella virus Marfa;Klebsiella phage Marfa;;;
Otu61022	1	Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus radiodurans;Deinococcus radiodurans R1;;;
Otu61023	82	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. PONIH3;;;;
Otu61024	170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Galaxyvirus;;;;;
Otu61025	2279	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Gryllotalpicola;Gryllotalpicola protaetiae;;;;
Otu61026	36	Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira pilosicoli;Brachyspira pilosicoli P43/6/78;;;;
Otu61027	47	Archaea;TACK group;Thaumarchaeota;Nitrosopumilales;Nitrosopumilaceae;;;;;;;
Otu61028	393	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;;;;;;
Otu61029	6484	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Sulfuritortus;Sulfuritortus calidifontis;;;;;
Otu61030	1611	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia odontolytica;;;;
Otu61031	1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus;Oat golden stripe virus;;;;
Otu61032	1	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. SE50/110;;;
Otu61033	520	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea stewartii;;;;;
Otu61034	7820	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Jiangellales;Jiangellaceae;Jiangella;unclassified Jiangella;Jiangella sp. DSM 45060;;;
Otu61035	11	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus anginosus;Streptococcus anginosus C1051;;
Otu61036	705	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus;Methylovorus glucosotrophus;Methylovorus glucosetrophus SIP3-4;;;;
Otu61037	35	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Rhizobacter;;;;;;
Otu61038	13	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Commensalibacter;unclassified Commensalibacter;Commensalibacter sp. ESL0284;;;;
Otu61039	15369	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina widdelii;;;;
Otu61040	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae;Haemophilus influenzae 2019;;;;
Otu61041	2	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;;;;;;;
Otu61042	33	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella ovis;;;;;
Otu61043	276	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;unclassified Enterobacter;Enterobacter sp. RHBSTW-00175;;;;
Otu61044	25	Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira interrogans;Leptospira interrogans serovar Canicola;;;;
Otu61045	6307	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;unclassified Saccharothrix;Saccharothrix sp. 6-C;;;
Otu61046	262	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;unclassified Rothia (in: Bacteria);Rothia sp. ZJ932;;;
Otu61047	5021	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora sera;;;;
Otu61048	207	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;unclassified Marinobacterium;Marinobacterium sp. LSUCC0821;;;;
Otu61049	156	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Candidatus Sneabacter;Candidatus Sneabacter namystus;;;;
Otu61050	50	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. R4-34-07;;;;
Otu61051	1190	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella khirikhana;;;;;
Otu61052	742	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter phenanthrenivorans;Pseudarthrobacter phenanthrenivorans Sphe3;;;
Otu61053	65	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia typhi;;;
Otu61054	959	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;unclassified Cohnella;Cohnella sp. LGH;;;
Otu61055	56	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unclassified Pseudonocardia;Pseudonocardia sp. EC080625-04;;;
