Cycle	Pathway	k_number	Detail	Elos10	Elos12	Elos01	Elos02	Elos03	Elos07
Methane metabolism	Methanogenesis. acetate => methane	K00194	cdhD. acsD; acetyl-CoA decarbonylase/synthase. CODH/ACS complex subunit delta [EC:2.1.1.245]	22.0503984	25.88072704	5.990921764	38.7756452	0	1.495231677
Methane metabolism	Methanogenesis. acetate => methane	K00577	mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	9.984117185	2.638010605	3.947257055	14.02707906	0	6.434060787
Methane metabolism	Methanogenesis. acetate => methane	K00578	mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0.093748761	0.179993388	0.430609423	0.686381865	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	0	0.193835813	0.715678521	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0	0	0.196857958	0.772219833	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0	0	0.127804158	0.57235237	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0.118774194	0	0.271620872	1.100239379	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0.090206322	0	0.26745246	1.09597712	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	10.15186487	7.032916493	3.386749082	18.37529883	0.204544864	0.297325486
Methane metabolism	Methanogenesis. acetate => methane	K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0.130000893	0	0.910473655	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.121394428	0	0.194346911	0.846716814	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0.273443048	1.010933128	0	0
Methane metabolism	Methanogenesis. acetate => methane	K22480	hdrA1; heterodisulfide reductase subunit A1 [EC:1.8.7.3]	0	0	0	0.609014766	0	0
Methane metabolism	Methanogenesis. acetate => methane	K22481	hdrB1; heterodisulfide reductase subunit B1 [EC:1.8.7.3]	0	0	0	0.565270959	0	0
Methane metabolism	Methanogenesis. acetate => methane	K22482	hdrC1; heterodisulfide reductase subunit C1 [EC:1.8.7.3]	0	0	0	0.58604578	0	0
Methane metabolism	Methanogenesis. acetate => methane	K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	102.5815065	71.86573864	32.94187732	181.4755663	0	5.946999464
Methane metabolism	Methanogenesis. acetate => methane	K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	25.66820414	37.05557873	7.949755297	64.21074073	2.354533195	6.315907878
Methane metabolism	Methanogenesis. acetate => methane	K03390	hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	64.56499906	64.94596219	18.83071385	115.886681	3.187411276	6.751511566
Methane metabolism	Methanogenesis. acetate => methane	K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]	71.56162468	61.5905754	13.12891992	111.8754238	40.74929709	28.09784589
Methane metabolism	Methanogenesis. acetate => methane	K08265	hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]	0.081707394	0	0.132191084	0.696582852	0	0
Methane metabolism	Methanogenesis. acetate => methane	K14126	mvhA. vhuA. vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	11.42505866	20.1120298	6.902554143	40.95211153	0	1.610276234
Methane metabolism	Methanogenesis. acetate => methane	K14128	mvhG. vhuG. vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	23.46978661	30.3834183	8.269202731	58.60558926	0	1.857453383
Methane metabolism	Methanogenesis. acetate => methane	K14127	mvhD. vhuD. vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	71.04319597	70.08207003	14.22036254	132.2927226	0.168865446	2.968967542
Methane metabolism	Methanogenesis. acetate => methane	K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438547	15.78273648	11.21091313	20.60298201	8.481584368	2.445800759
Methane metabolism	Methanogenesis. acetate => methane	K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724997	25.11856138	14.5235178	68.35421921	0.105681699	2.70311856
Methane metabolism	Methanogenesis. CO2 => methane	K00200	fwdA. fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]	3.499330167	3.371875405	0.632095041	6.345303779	1.094311112	1.39351709
Methane metabolism	Methanogenesis. CO2 => methane	K00201	fwdB. fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]	4.852811439	6.388473491	1.238644435	11.12470371	1.0638389	1.515866471
Methane metabolism	Methanogenesis. CO2 => methane	K00202	fwdC. fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	3.270353897	3.378821028	1.792585908	7.600438296	0.800658214	1.446321547
Methane metabolism	Methanogenesis. CO2 => methane	K00203	fwdD. fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]	2.382232083	2.486254664	0.286759376	4.680812736	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K11261	fwdE. fmdE; formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]	66.33705324	43.06470925	22.21539076	80.50926018	1.171838141	3.930394132
Methane metabolism	Methanogenesis. CO2 => methane	K00205	fwdF. fmdF; 4Fe-4S ferredoxin	0.457173789	0.404610821	0.33092492	2.051200466	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K11260	fwdG; 4Fe-4S ferredoxin	3.045731022	1.752070018	0.237088417	3.155750385	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00204	fwdH; 4Fe-4S ferredoxin						
Methane metabolism	Methanogenesis. CO2 => methane	K00672	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	4.228712627	6.424836683	0.604634628	8.350676249	1.744874405	3.230525261
Methane metabolism	Methanogenesis. CO2 => methane	K01499	mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]	4.569779298	16.22559096	50.95450641	22.46063732	40.30857973	34.92463723
Methane metabolism	Methanogenesis. CO2 => methane	K00319	mtd; methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	0.964738049	1.723463094	0.178451019	3.421992666	0	0.207831026
Methane metabolism	Methanogenesis. CO2 => methane	K13942	hmd; 5.10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]						
Methane metabolism	Methanogenesis. CO2 => methane	K00320	mer; 5.10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]	5.110519529	57.89696791	76.6631954	44.9336081	41.8682631	44.70799233
Methane metabolism	Methanogenesis. CO2 => methane	K00577	mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	9.984117185	2.638010605	3.947257055	14.02707906	0	6.434060787
Methane metabolism	Methanogenesis. CO2 => methane	K00578	mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0.093748761	0.179993388	0.430609423	0.686381865	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	0	0.193835813	0.715678521	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0	0	0.196857958	0.772219833	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0	0	0.127804158	0.57235237	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0.118774194	0	0.271620872	1.100239379	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0.090206322	0	0.26745246	1.09597712	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	10.15186487	7.032916493	3.386749082	18.37529883	0.204544864	0.297325486
Methane metabolism	Methanogenesis. CO2 => methane	K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0.130000893	0	0.910473655	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.121394428	0	0.194346911	0.846716814	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0.273443048	1.010933128	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K22480	hdrA1; heterodisulfide reductase subunit A1 [EC:1.8.7.3]	0	0	0	0.609014766	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K22481	hdrB1; heterodisulfide reductase subunit B1 [EC:1.8.7.3]	0	0	0	0.565270959	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K22482	hdrC1; heterodisulfide reductase subunit C1 [EC:1.8.7.3]	0	0	0	0.58604578	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	102.5815065	71.86573864	32.94187732	181.4755663	0	5.946999464
Methane metabolism	Methanogenesis. CO2 => methane	K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	25.66820414	37.05557873	7.949755297	64.21074073	2.354533195	6.315907878
Methane metabolism	Methanogenesis. CO2 => methane	K03390	hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	64.56499906	64.94596219	18.83071385	115.886681	3.187411276	6.751511566
Methane metabolism	Methanogenesis. CO2 => methane	K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]	71.56162468	61.5905754	13.12891992	111.8754238	40.74929709	28.09784589
Methane metabolism	Methanogenesis. CO2 => methane	K08265	hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]	0.081707394	0	0.132191084	0.696582852	0	0
Methane metabolism	Methanogenesis. CO2 => methane	K14126	mvhA. vhuA. vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	11.42505866	20.1120298	6.902554143	40.95211153	0	1.610276234
Methane metabolism	Methanogenesis. CO2 => methane	K14128	mvhG. vhuG. vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	23.46978661	30.3834183	8.269202731	58.60558926	0	1.857453383
Methane metabolism	Methanogenesis. CO2 => methane	K14127	mvhD. vhuD. vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	71.04319597	70.08207003	14.22036254	132.2927226	0.168865446	2.968967542
Methane metabolism	Methanogenesis. CO2 => methane	K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438547	15.78273648	11.21091313	20.60298201	8.481584368	2.445800759
Methane metabolism	Methanogenesis. CO2 => methane	K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724997	25.11856138	14.5235178	68.35421921	0.105681699	2.70311856
Methane metabolism	Methanogenesis. methylamine -> methane	K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid	0	0	0.150516544	0.833457945	0	0
Methane metabolism	Methanogenesis. methylamine -> methane	K16177	mtmC; monomethylamine corrinoid protein	0.288331163	0.175441096	0.319567801	1.245284918	0	0
Methane metabolism	Methanogenesis. methylamine -> methane	K16176	mtmB; methylamine-corrinoid protein Co-methyltransferase (non-essential)	5.095143585	7.769968724	2.951447186	16.46577756	0	0
Methane metabolism	Methanogenesis. methylamine -> methane	K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0.130000893	0	0.910473655	0	0
Methane metabolism	Methanogenesis. methylamine -> methane	K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.121394428	0	0.194346911	0.846716814	0	0
Methane metabolism	Methanogenesis. methylamine -> methane	K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0.273443048	1.010933128	0	0
Methane metabolism	Methanogenesis. dimethylamine -> methane	K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]	0	0	0.150516544	0.833457945	0	0
Methane metabolism	Methanogenesis. dimethylamine -> methane	K16179	mtbC; dimethylamine corrinoid protein	0	0.198152926	0.310082857	1.441335394	0	0
Methane metabolism	Methanogenesis. dimethylamine -> methane	K16178	mtbB; dimethylamine corrinoid protein Co-methyltransferase (non-essential)	1.26093577	2.711611051	0.41535981	4.201543369	0	0
Methane metabolism	Methanogenesis. dimethylamine -> methane	K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0.130000893	0	0.910473655	0	0
Methane metabolism	Methanogenesis. dimethylamine -> methane	K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.121394428	0	0.194346911	0.846716814	0	0
Methane metabolism	Methanogenesis. dimethylamine -> methane	K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0.273443048	1.010933128	0	0
Methane metabolism	Methanogenesis. trimethylamine -> methane	K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]	0	0	0.150516544	0.833457945	0	0
Methane metabolism	Methanogenesis. trimethylamine -> methane	K14084	mttC; trimethylamine corrinoid protein	0	0	0.148116605	0.789912632	0	0
Methane metabolism	Methanogenesis. trimethylamine -> methane	K14083	mttB; trimethylamine methyltransferase (non-essential)	354.0420095	398.5474186	152.6317196	479.9529481	73.17727331	94.50641009
Methane metabolism	Methanogenesis. trimethylamine -> methane	K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0.130000893	0	0.910473655	0	0
Methane metabolism	Methanogenesis. trimethylamine -> methane	K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.121394428	0	0.194346911	0.846716814	0	0
Methane metabolism	Methanogenesis. trimethylamine -> methane	K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0.273443048	1.010933128	0	0
Methane metabolism	Methane oxidation. methane -> methanol	K16157	mmoX; methane monooxygenase component A alpha chain [EC:1.14.13.25]						
Methane metabolism	Methane oxidation. methane -> methanol	K16158	mmoY; methane monooxygenase component A beta chain [EC:1.14.13.25]						
Methane metabolism	Methane oxidation. methane -> methanol	K16159	mmoZ; methane monooxygenase component A gamma chain [EC:1.14.13.25]						
Methane metabolism	Methane oxidation. methane -> methanol	K16160	mmoB; methane monooxygenase regulatory protein B						
Methane metabolism	Methane oxidation. methane -> methanol	K16161	mmoC; methane monooxygenase component C [EC:1.14.13.25]						
Methane metabolism	Methane oxidation. methane -> methanol	K16162	mmoD; methane monooxygenase component D						
Methane metabolism	Methane oxidation. methane -> methanol	K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]						
Methane metabolism	Methane oxidation. methane -> methanol	K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B						
Methane metabolism	Methane oxidation. methane -> methanol	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C						
Methane metabolism	Methane oxidation. methanol -> Formaldehyde	K14028	mdh1. mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]						
Methane metabolism	Methane oxidation. methanol -> Formaldehyde	K14029	mdh2. mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]						
Methane metabolism	Methane oxidation. methanol -> Formaldehyde	K23995	xoxF; lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]	0	0	0.456673575	0	4.043469245	3.596439863
Fermentation	Mixed acid: lactate (Pyruvate to Lactate)	K00016	LDH; L-lactate dehydrogenase	36.86462906	48.25819362	30.43487994	50.76384383	36.46385591	45.01753991
Fermentation	Mixed acid: formate	K00656	E2.3.1.54. pflD; formate C-acetyltransferase [EC:2.3.1.54]	13.25690102	4.48310069	14.13906276	10.71399259	14.47529307	17.47881026
Fermentation	Mixed acid: formate to CO2 & H2	K00122	FDH; formate dehydrogenase [EC:1.17.1.9]	0.19330888	0	0	0	1.431342495	0.344215385
Fermentation	Mixed acid: formate to CO2 & H3	K00123	fdoG. fdhF. fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]	29.88875452	37.23183599	25.9058025	41.10535702	28.54924689	24.84491245
Fermentation	Mixed acid: formate to CO2 & H4	K00124	fdoH. fdsB; formate dehydrogenase iron-sulfur subunit	68.48667878	58.44378065	29.49402423	52.2082988	11.34660478	14.29320206
Fermentation	Mixed acid: formate to CO2 & H5	K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724997	25.11856138	14.5235178	68.35421921	0.105681699	2.70311856
Fermentation	Mixed acid: formate to CO2 & H6	K00126	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	2.847436378	1.220494085	0.459071662	1.856719166	5.496516627	6.628583565
Fermentation	Mixed acid: formate to CO2 & H7	K00127	fdoI. fdsG; formate dehydrogenase subunit gamma	26.34695313	45.22456649	24.05648099	11.99690019	20.39785525	16.68741287
Fermentation	Mixed acid: formate to CO2 & H8	K22515	fdwB; formate dehydrogenase beta subunit [EC:1.17.1.9]	5.482440556	5.319842882	10.37359367	0.294916631	12.54164516	9.314631864
Fermentation	Mixed acid: formate to CO2 & H9	K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438547	15.78273648	11.21091313	20.60298201	8.481584368	2.445800759
Fermentation	Mixed acid: formate to CO2 & H10	K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724997	25.11856138	14.5235178	68.35421921	0.105681699	2.70311856
Fermentation	Mixed acid: acetate	K00156	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	1.935884693	1.049255105	0.161631076	0.815676629	0	0.870415476
Fermentation	Mixed acid: acetate	K00158	E1.2.3.3. poxL; pyruvate oxidase [EC:1.2.3.3]	7.766362622	2.134297127	7.962692005	5.521537174	14.17680395	13.76252902
Fermentation	Mixed acid: acetate	K01512	acyP; acylphosphatase [EC:3.6.1.7]	138.4242881	171.7978891	158.240701	181.1089745	136.627745	155.9837778
Fermentation	Mixed acid: acetate	K00467	lactate 2-monooxygenase [EC:1.13.12.4]	6.124512127	12.85923015	13.34867545	5.229675743	33.61051931	24.41985425
Fermentation	Mixed acid: acetate	K01067	lactate 2-monooxygenase [EC:1.13.12.4]						
Fermentation	Mixed acid: acetate	K04020	eutD; phosphotransacetylase	0.416017081	0.99473789	0.193922848	0.429136195	0	0
Fermentation	Mixed acid: acetate	K13788	pta; phosphate acetyltransferase	18.91544474	9.633215589	4.250851188	7.408792244	7.515886775	14.25385199
Fermentation	Mixed acid: acetate	K00625	E2.3.1.8. pta; phosphate acetyltransferase [EC:2.3.1.8]	41.21721582	15.37766243	23.7427686	37.07912418	21.45394815	43.17227309
Fermentation	Mixed acid: acetate	K01512	acyP; acylphosphatase [EC:3.6.1.7]	138.4242881	171.7978891	158.240701	181.1089745	136.627745	155.9837778
Fermentation	Mixed acid: ethanol. acetate to acetylaldehyde	K00128	aldehyde dehydrogenase (NAD+)	10.13192475	22.46055763	3.100280439	8.258389905	8.95935111	12.6904696
Fermentation	Mixed acid: ethanol. acetate to acetylaldehyde	K14085	aldehyde dehydrogenase (NAD+)	0	0	0	0	0.129449354	0
Fermentation	Mixed acid: ethanol. acetate to acetylaldehyde	K00149	aldehyde dehydrogenase (NAD+)						
Fermentation	Mixed acid: ethanol. acetate to acetylaldehyde	K00129	aldehyde dehydrogenase (NAD(P)+)						
Fermentation	Mixed acid: ethanol. acetate to acetylaldehyde	K00138	aldB; aldehyde dehydrogenase	20.83174062	15.32699716	14.46341562	6.892388386	81.32224198	66.99942748
Fermentation	Mixed acid: ethanol. Acetyl-CoA to acetylaldehyde (reversible)	K00132	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	0	0.93293039	0	0.192960405	0	0
Fermentation	Mixed acid: ethanol. Acetyl-CoA to acetylaldehyde (reversible)	K04021	aldehyde dehydrogenase	9.367958121	0.483866477	1.419506504	4.224303132	3.326861595	4.847695558
Fermentation	Mixed acid: ethanol. Acetyl-CoA to acetylaldehyde (reversible)	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	4.794993555	2.427143797	7.96190684	10.4531928	5.762638378	3.465942414
Fermentation	Mixed acid: ethanol. Acetyl-CoA to acetylaldehyde (reversible)	K04073	acetaldehyde dehydrogenase [EC:1.2.1.10]	0.33486301	1.320603154	1.91185695	0.650229115	8.017144051	5.478167616
Fermentation	Mixed acid: ethanol. Acetyl-CoA to acetylaldehyde (reversible)	K18366	acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]	0.415973167	0.119699643	0.246493733	0	0	1.241265129
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K13951	alcohol dehydrogenase						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K13980	alcohol dehydrogenase						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K13952	alcohol dehydrogenase						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K13953	alcohol dehydrogenase	28.00188138	88.3601437	46.13012536	27.21623673	91.85294909	106.1989211
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K13954	alcohol dehydrogenase	2.569313881	1.655479255	5.621838555	7.801121195	2.794879569	2.726814311
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K00001	alcohol dehydrogenase						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K00121	alcohol dehydrogenase	9.064089993	3.906120398	12.74137977	5.12066493	26.08146031	35.70174686
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K04072	alcohol dehydrogenase	4.794993555	2.427143797	7.96190684	10.4531928	5.762638378	3.465942414
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K18857	alcohol dehydrogenase						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K14028	mdh1. mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K14029	mdh2. mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K00114	exaA; alcohol dehydrogenase (cytochrome c)	3.968018348	0	0.61436401	0.783437432	12.48426756	4.914408604
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K00002	adh; alcohol dehydrogenase (NADP+)						
Fermentation	Mixed acid: ethanol. acetylaldehyde to ethanol	K04022	eutG; alcohol dehydrogenase						
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	153.448603	288.9325894	340.804343	103.8914225	291.6268839	307.0022443
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K01596	pckA; phosphoenolpyruvate carboxykinase (GTP)	75.00941089	33.93506376	23.13596736	56.19451899	30.64988744	64.02681247
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K20370	PEPCK; phosphoenolpyruvate carboxykinase (diphosphate)	0.536255093	0	4.79263371	3.1911789	3.804780306	5.83050737
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K01610	pckA; phosphoenolpyruvate carboxykinase (ATP)	109.5704764	200.4265987	74.78541722	104.3058084	144.8615714	121.9942844
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]						
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]						
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00024	mdh; malate dehydrogenase	76.95201451	76.23153577	31.75291125	45.53309247	108.7254297	107.2028061
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00051	malate dehydrogenase (NADP+)						
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00116	mqo; malate dehydrogenase (quinone)	8.546920159	3.198011481	45.72722635	6.560262159	31.72419662	34.75687511
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K01676	E4.2.1.2A. fumA. fumB; fumarate hydratase. class I [EC:4.2.1.2]	36.45387001	16.62318999	10.98375594	23.29211301	3.462266831	15.60687559
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K01679	E4.2.1.2B. fumC. FH; fumarate hydratase. class II [EC:4.2.1.2]	69.91919159	89.80665317	74.10947884	63.69831212	121.7016554	114.2703604
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K01677	E4.2.1.2AA. fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	20.68636885	17.22581311	16.05023084	51.70055894	1.577553242	1.450652306
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K01678	E4.2.1.2AB. fumB; fumarate hydratase subunit beta [EC:4.2.1.2]	16.26442639	16.05883259	14.99164849	41.75258459	1.030266947	1.331835861
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	2.66181547	0.605457623	0.800779641	2.608381449	0.129840454	0.387562474
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00245	frdB; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	8.305592193	3.295707918	4.936474498	4.242966942	3.847441404	12.60993486
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00246	frdC; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	15.47501275	6.649575437	9.180664744	8.053865877	8.569195051	24.95413922
