Cycle	Pathway	k_number	Detail	Elos10	Elos12	Elos01	Elos02	Elos03	Elos07
Oxidative phosphorylation	F-type ATPase	K02110	ATPF0C. atpE; F-type H+-transporting ATPase subunit c	222.5944537	236.018683	126.3651151	227.6226842	166.4896682	171.5252832
Oxidative phosphorylation	V/A-type ATPase	K02117	ATPVA. ntpA. atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	33.25716373	27.07201587	49.93058985	51.50366353	24.99205694	24.25900002
Oxidative phosphorylation	V/A-type ATPase	K02118	ATPVB. ntpB. atpB; V/A-type H+/Na+-transporting ATPase subunit B	16.27136782	19.07930467	24.02800394	36.68066873	11.92839272	15.85199893
Oxidative phosphorylation	V/A-type ATPase	K02119	ATPVC. ntpC. atpC; V/A-type H+/Na+-transporting ATPase subunit C	37.84555108	56.56488614	111.3193588	58.60178032	76.47879392	64.22508541
Oxidative phosphorylation	V/A-type ATPase	K02120	ATPVD. ntpD. atpD; V/A-type H+/Na+-transporting ATPase subunit D	46.16361793	56.26394682	93.43718747	69.97246113	66.56052799	65.43342452
Oxidative phosphorylation	V/A-type ATPase	K02121	ATPVE. ntpE. atpE; V/A-type H+/Na+-transporting ATPase subunit E	68.14150464	55.86675587	97.9525986	84.63289462	82.74971818	92.41934747
Oxidative phosphorylation	V/A-type ATPase	K02122	ATPVF. ntpF. atpF; V/A-type H+/Na+-transporting ATPase subunit F	33.19853489	53.75373127	99.51724771	66.6418589	59.62996247	51.23207682
Oxidative phosphorylation	V/A-type ATPase	K02107	ATPVG. ahaH. atpH; V/A-type H+/Na+-transporting ATPase subunit G/H	15.60993872	41.30955933	102.7753112	42.84259884	54.89452035	48.9423947
Oxidative phosphorylation	V/A-type ATPase	K02123	ATPVI. ntpI. atpI; V/A-type H+/Na+-transporting ATPase subunit I	107.807249	71.56828453	114.3916547	102.3110714	91.2441239	129.9320666
Oxidative phosphorylation	V/A-type ATPase	K02124	ATPVK. ntpK. atpK; V/A-type H+/Na+-transporting ATPase subunit K	120.2701019	89.13450763	128.9002396	125.544347	100.4367064	132.6544889
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	70.53913023	136.0355667	126.0064113	66.10920535	157.494841	143.8619687
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	59.24211466	109.6243474	93.90012385	53.71733409	116.851163	135.9305099
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00332	nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	37.77006784	36.16775216	35.48052204	21.88766533	76.41232047	80.40120998
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00333	nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	37.39806777	71.3770662	37.89390327	26.97827718	86.90855274	84.61543769
Oxidative phosphorylation	NADH-quinone oxidoreductase	K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	12.19672789	31.42388315	66.90728232	21.54106512	35.84747692	35.90831401
Oxidative phosphorylation	NADH-quinone oxidoreductase	K13380	nuoBCD; NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]	2.100906753	0.391486102	0.33224896	0	0	0.791920711
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	194.1070561	184.3396003	112.6946201	255.5584915	89.63816345	123.1447162
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	198.1388676	164.4855871	100.1709163	270.1350854	69.11320544	104.7092919
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	9.717075791	5.398400943	12.64384522	9.240710377	11.55640155	35.57410894
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	57.19756783	84.07929879	44.70247832	46.58227326	103.2243361	93.47624035
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	79.54273526	141.0432619	109.3417924	69.02538141	151.6742954	147.3018495
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	64.54630024	93.43570137	48.66247394	44.43533158	95.07882217	86.51507105
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	77.05467792	145.446845	131.6069078	71.22848082	158.612046	156.0081865
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	48.07890085	90.31339415	79.00965056	47.94541539	105.4879131	114.0310884
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	42.74859197	87.49803716	40.79875164	37.85814109	82.27032	85.53750434
Oxidative phosphorylation	NADH-quinone oxidoreductase	K15863	nuoLM; NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2]						
Oxidative phosphorylation	NADH-quinone oxidoreductase	K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	57.69839853	115.9827057	102.00594	56.17742704	134.3381097	140.6038376
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05574	ndhC; NAD(P)H-quinone oxidoreductase subunit 3	1.840136356	2.08335888	2.713529161	0.911911396	5.32553701	1.297337897
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05582	ndhK; NAD(P)H-quinone oxidoreductase subunit K	1.754965568	1.582788716	2.232174732	1.148594151	5.62318359	1.270944555
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05581	ndhJ; NAD(P)H-quinone oxidoreductase subunit J	2.26917849	1.520167815	2.213340026	1.375548012	5.750943396	1.274378751
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05579	ndhH; NAD(P)H-quinone oxidoreductase subunit H	2.076343887	1.5926681	2.143406618	1.118795895	5.078659572	0.984486452
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05572	ndhA; NAD(P)H-quinone oxidoreductase subunit 1	1.78104495	1.744636354	1.882253998	1.051879242	5.086595533	1.131821135
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05580	ndhI; NAD(P)H-quinone oxidoreductase subunit I	2.317806525	1.881935803	2.481725795	1.081436086	9.627489282	2.222777517
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05578	ndhG; NAD(P)H-quinone oxidoreductase subunit 6	2.126751924	1.44307112	2.314122648	0.982006637	5.515653668	1.386559833
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05576	ndhE; NAD(P)H-quinone oxidoreductase subunit 4L	2.81855232	4.558636756	2.363002887	3.358820578	5.533749267	1.308667385
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05577	ndhF; NAD(P)H-quinone oxidoreductase subunit 5	2.421292603	7.145965542	2.889832086	3.127821729	12.70036661	13.48748927
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05575	ndhD; NAD(P)H-quinone oxidoreductase subunit 4	7.901300294	4.195170275	8.714339563	3.485277413	20.59454461	5.031129776
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05573	ndhB; NAD(P)H-quinone oxidoreductase subunit 2	1.96305901	1.479696255	1.996034439	0.967111532	4.892847241	1.467657399
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05583	ndhL; NAD(P)H-quinone oxidoreductase subunit L. non-essential components	3.153839838	1.517677978	0.061637322	1.0028056	1.917550274	0.868855376
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05584	ndhM; NAD(P)H-quinone oxidoreductase subunit M. non-essential components	3.078022847	1.356445218	2.191409102	0.906479632	5.276477531	1.303297875
Oxidative phosphorylation	NAD(P)H-quinone oxidoreductase 	K05585	ndhN; NAD(P)H-quinone oxidoreductase subunit N. non-essential components	1.776343167	1.675475151	2.0246726	0.924317278	4.307470122	1.203743731
Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	K00241	sdhC. frdC; succinate dehydrogenase / fumarate reductase. cytochrome b subunit	112.515201	139.0810226	133.5746467	81.16289589	163.7243065	166.9287204
Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	K00242	sdhD. frdD; succinate dehydrogenase / fumarate reductase. membrane anchor subunit	28.98589205	119.0365217	92.41881891	25.67606469	102.4966526	111.8062216
Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	K18859	sdhD. frdD; succinate dehydrogenase / fumarate reductase. subunit D						
Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	K18860	sdhD. frdD; putative succinate dehydrogenase / fumarate reductase. subunit D						
Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	K00239	sdhA. frdA; succinate dehydrogenase / fumarate reductase. flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	68.60354416	89.75273704	77.92849657	50.06139199	104.8794656	113.5851032
Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	K00240	sdhB. frdB; succinate dehydrogenase / fumarate reductase. iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	159.9637935	191.1655461	182.1979383	123.5646715	234.8886684	247.8127636
Oxidative phosphorylation	Cytochrome c oxidase. cbb3-type	K00404	ccoN; cytochrome c oxidase cbb3-type subunit I	13.60990952	16.99846872	30.98881586	14.59456296	40.50945497	45.55080983
Oxidative phosphorylation	Cytochrome c oxidase. cbb3-type	K00405	ccoO; cytochrome c oxidase cbb3-type subunit II	22.93644744	11.60711266	19.05374522	13.76936397	38.23583013	53.01710798
Oxidative phosphorylation	Cytochrome c oxidase. cbb3-type	K15862	ccoNO; cytochrome c oxidase cbb3-type subunit I/II (ccoNO can replace the combination of ccoN and ccoO)	10.78793479	2.12860883	1.321792321	2.612724178	41.41170063	25.83395677
Oxidative phosphorylation	Cytochrome c oxidase. cbb3-type	K00407	ccoQ; cytochrome c oxidase cbb3-type subunit IV	46.08917986	26.79014047	46.37890978	21.96603294	108.3277333	109.2418927
Oxidative phosphorylation	Cytochrome c oxidase. cbb3-type	K00406	ccoP; cytochrome c oxidase cbb3-type subunit III	53.7310711	40.69997128	45.01072234	25.86543879	114.8231887	113.7429162
Oxidative phosphorylation	Cytochrome bd ubiquinol oxidase	K00425	cydA; cytochrome bd ubiquinol oxidase subunit I	187.4936024	170.0578823	312.5531112	154.2163958	340.5712237	317.2894861
Oxidative phosphorylation	Cytochrome bd ubiquinol oxidase	K00426	cydB; cytochrome bd ubiquinol oxidase subunit II	157.6708983	133.2158835	260.4276994	129.1810218	308.2478721	311.094567
Oxidative phosphorylation	Cytochrome bd ubiquinol oxidase	K00424	cydX; cytochrome bd-I ubiquinol oxidase subunit X	10.46606463	2.719769884	8.743361047	2.924440383	13.32680914	22.10088965
Oxidative phosphorylation	Cytochrome bd ubiquinol oxidase	K22501	appX; cytochrome bd-II ubiquinol oxidase subunit AppX						
Oxidative phosphorylation	Cytochrome o ubiquinol oxidase	K02300	cyoD; cytochrome o ubiquinol oxidase subunit IV	0.130019244	0	0.121545058	0.261454281	1.934537387	0.931097451
Oxidative phosphorylation	Cytochrome o ubiquinol oxidase	K02299	cyoC; cytochrome o ubiquinol oxidase subunit III						
Oxidative phosphorylation	Cytochrome o ubiquinol oxidase	K02298	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	0	0	0	0	0.842148248	0.405724806
Oxidative phosphorylation	Cytochrome o ubiquinol oxidase	K02297	K02297  cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	0	0	0	0	0	0.101503282
Oxidative phosphorylation	Cytochrome c oxidase. prokaryotes 	K02275	coxB. ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]	66.14198485	133.1816434	89.52956274	52.02838268	140.1268109	136.1013389
Oxidative phosphorylation	Cytochrome c oxidase. prokaryotes 	K02274	coxA. ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]	15.60621769	35.9074774	25.24574705	19.08012992	47.26321686	48.14915679
Oxidative phosphorylation	Cytochrome c oxidase. prokaryotes 	K02276	coxC. ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]	61.06710343	119.8228854	96.01995514	40.32820166	132.488233	127.7156973
Oxidative phosphorylation	Cytochrome c oxidase. prokaryotes 	K15408	coxAC; cytochrome c oxidase subunit I+III [EC:1.9.3.1]	1.595312792	9.430446953	21.87779379	6.789458467	10.82935043	10.04659141
Oxidative phosphorylation	Cytochrome c oxidase. prokaryotes 	K02277	coxD. ctaF; cytochrome c oxidase subunit IV [EC:1.9.3.1] (non-essential)	43.38673465	91.61941949	15.27271171	25.73878078	65.48659873	52.62430239
Oxidative phosphorylation	Cytochrome aa3-600 menaquinol oxidase 	K02829	qoxD; cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5]						
Oxidative phosphorylation	Cytochrome aa3-600 menaquinol oxidase 	K02828	qoxC; cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5]						
Oxidative phosphorylation	Cytochrome aa3-600 menaquinol oxidase 	K02827	qoxB; cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5]						
Oxidative phosphorylation	Cytochrome aa3-600 menaquinol oxidase 	K02826	qoxA; cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5]						
Oxidative phosphorylation	Cytochrome bc1 complex 	K00410	fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	0	0	0	0	4.483938536	1.985772616
Oxidative phosphorylation	Cytochrome bc1 complex 	K00411	UQCRFS1. RIP1. petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	38.91980906	26.6261063	66.91546359	21.12918182	75.18193367	97.93852992
Oxidative phosphorylation	Cytochrome bc1 complex 	K00412	CYTB. petB; ubiquinol-cytochrome c reductase cytochrome b subunit	29.33485163	19.10703753	42.09734085	18.36990731	60.94161074	67.65828349
Oxidative phosphorylation	Cytochrome bc1 complex 	K00413	CYC1. CYT1. petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit	33.16937856	22.5510079	54.69320951	18.70492779	66.2475168	85.91509007
Oxidative phosphorylation	Cytochrome bc1 complex 	K00414	QCR1. UQCRC1; ubiquinol-cytochrome c reductase core subunit 1						
Oxidative phosphorylation	Cytochrome bc1 complex 	K00415	QCR2. UQCRC2; ubiquinol-cytochrome c reductase core subunit 2						
Oxidative phosphorylation	Cytochrome bc1 complex 	K00416	QCR6. UQCRH; ubiquinol-cytochrome c reductase subunit 6	0	0	0	0	0.255146392	0.26118448
Oxidative phosphorylation	Cytochrome bc1 complex 	K00417	QCR7. UQCRB; ubiquinol-cytochrome c reductase subunit 7	0	0	0	0	0.082959955	0
Oxidative phosphorylation	Cytochrome bc1 complex 	K00418	QCR8. UQCRQ; ubiquinol-cytochrome c reductase subunit 8						
Oxidative phosphorylation	Cytochrome bc1 complex 	K00419	QCR9. UCRC; ubiquinol-cytochrome c reductase subunit 9	0	0	0	0	0.052250849	0
Oxidative phosphorylation	Cytochrome bc1 complex 	K00420	QCR10. UQCR; ubiquinol-cytochrome c reductase subunit 10						
Secretion system	Type I Secretion 	K12340	tolC; outer membrane protein	157.7840631	251.2143337	90.86616394	164.6676278	166.9582653	179.7792997
Secretion system	Type I Secretion 	K11003	HlyD; membrane fusion protein. hemolysin D	2.331958717	4.91695537	2.694616679	3.16357749	6.877950398	2.47777294
Secretion system	Type I Secretion 	K11004	HylB; ABC transpoter. ATP-binding cassette. subfamily B. bacterial HlyB	2.500561277	3.974964512	2.520706285	3.229241484	5.338838852	1.931812896
Secretion system	Type III Secretion	K03221	yscF; type III secretion protein F	0	0	0.124109808	0	0.161997745	0.212394813
Secretion system	Type III Secretion	K04056	yscO; type III secretion protein O	0	0	0	0	0	0.148509695
Secretion system	Type III Secretion	K04057	yscP; type III secretion protein P						
Secretion system	Type III Secretion	K04059	yscX; type III secretion protein X						
Secretion system	Type III Secretion	K03219	yscC; type III secretion protein C	0.33286929	0.227951001	0.406530405	0.324435922	0	0.771736173
Secretion system	Type III Secretion	K04058	yscW; type III secretion protein W	0	0	0	0	0.096243918	0.190999716
Secretion system	Type III Secretion	K03222	yscJ; type III secretion protein J	0.426954729	2.545095315	0.078514671	0.815403029	0.081630218	0.378922678
Secretion system	Type III Secretion	K03226	yscR; type III secretion protein R	1.890681992	2.805612715	0.180588001	1.01013647	4.724565092	3.737978477
Secretion system	Type III Secretion	K03227	yscS; type III secretion protein S	0.108580165	3.311871175	0.034636156	0.973288991	0.061002531	0.240999942
Secretion system	Type III Secretion	K03228	yscT; type III secretion protein T	0.187652687	0	0	0	0	0.450043502
Secretion system	Type III Secretion	K03229	yscU; type III secretion protein U	0	0	0	0	0	0.224739353
Secretion system	Type III Secretion	K03230	yscV; type III secretion protein V	0	2.889630217	3.327017268	8.462495485	5.432695947	4.197479345
Secretion system	Type III Secretion	K03224	yscN; type III secretion protein N	0.295442391	0.244781523	4.101460542	1.513353881	0.542841174	0.882120178
Secretion system	Type III Secretion	K03225	yscQ; type III secretion protein Q	1.938929434	3.383759342	0.184669379	1.617472083	5.02964479	4.023885608
Secretion system	Type III Secretion	K03223	yscL; type III secretion protein L	0.927557071	1.63287496	0.153690537	0.916924714	4.423765135	3.068221515
Secretion system	Type II Secretion 	K02453	gspD; general secretion pathway protein D	56.49994437	28.32606346	30.98668629	70.90682113	33.51060129	57.21626197
Secretion system	Type II Secretion 	K02465	gspS; general secretion pathway protein S						
Secretion system	Type II Secretion 	K02452	gspC; general secretion pathway protein C	45.24465054	28.8662587	17.30055646	33.90050942	19.66497564	31.14412923
Secretion system	Type II Secretion 	K02455	gspF; general secretion pathway protein F	47.95642612	35.58910095	23.72731714	57.37735337	16.63322407	40.11503942
Secretion system	Type II Secretion 	K02456	gspG; general secretion pathway protein G	177.7226317	94.88937704	65.97518935	205.5668729	58.35964779	125.8076612
Secretion system	Type II Secretion 	K02457	gspH; general secretion pathway protein H	35.84567412	17.63355622	14.24460452	19.79939743	16.69651732	39.77592299
Secretion system	Type II Secretion 	K02458	gspI; general secretion pathway protein I	56.4910912	38.11966257	17.886586	54.59969401	19.73049704	39.809477
Secretion system	Type II Secretion 	K02459	gspJ; general secretion pathway protein J	63.0294276	36.1191714	22.2468233	67.3566442	22.4130507	48.79851989
Secretion system	Type II Secretion 	K02460	gspK; general secretion pathway protein K	90.35182808	51.02539172	39.24329489	89.09728977	33.54087684	62.01392768
Secretion system	Type II Secretion 	K02461	gspL; general secretion pathway protein L	51.07118202	26.24732029	22.3715905	42.27365037	20.87091316	47.14666599
Secretion system	Type II Secretion 	K02462	gspM; general secretion pathway protein M	30.11082742	20.87091704	15.98522138	26.46277459	19.9383629	35.20737676
Secretion system	Type II Secretion 	K02454	gspE; general secretion pathway protein E	102.1996901	64.35887366	42.77029411	119.7494567	43.01737055	73.96406454
Secretion system	Type II Secretion 	K02464	gspO; general secretion pathway protein O						
Secretion system	Type IV Secretion	K03149	virB1; type IV secretion system protein VirB1	49.85873376	87.15333682	49.3646672	44.81637587	47.49974693	55.84115801
Secretion system	Type IV Secretion	K03197	virB2; type IV secretion system protein VirB27	0.459384154	0.133378578	0.312301319	0	1.992008851	0.968026407
Secretion system	Type IV Secretion	K03198	virB3; type IV secretion system protein VirB3	0.458315567	0	0	0	1.464161302	0.350925791
Secretion system	Type IV Secretion	K03200	virB5; type IV secretion system protein VirB5	0.152597173	0.11846989	0	1.245912589	0.133112277	0.091980746
Secretion system	Type IV Secretion	K03202	virB7; type IV secretion system protein VirB7						
Secretion system	Type IV Secretion	K03204	virB9; type IV secretion system protein VirB9	0.230293706	0	0	0	0.882833736	0.605312973
Secretion system	Type IV Secretion	K03201	virB6; type IV secretion system protein VirB6	0.425130812	0	0.06529834	1.687634382	1.230465024	1.754889628
Secretion system	Type IV Secretion	K03203	virB8; type IV secretion system protein VirB8	0	0.134059629	0.057668904	0	0.131757957	0.253079858
Secretion system	Type IV Secretion	K03195	virB10; type IV secretion system protein VirB10	0.461960474	0	0	0	0.922164903	0.4333919
Secretion system	Type IV Secretion	K03199	virB4; type IV secretion system protein VirB4	0.248652912	0	0	0	1.371987051	0.587519931
Secretion system	Type IV Secretion	K03196	virB11; type IV secretion system protein VirB11	0.737146551	0.699390354	0.762938011	3.307896112	1.235513555	1.54890505
Secretion system	Type IV Secretion	K03205	virD4; type IV secretion system protein VirD4	13.80616945	12.99464912	21.50007562	6.349692108	32.28972825	38.47998326
Secretion system	Type VI Secretion	K11904	vgrG; type VI secretion system secreted protein VgrG	55.73700534	61.22354098	77.03466744	48.89588561	87.6362095	86.72494601
Secretion system	Type VI Secretion	K11903	hcp; type VI secretion system secreted protein Hcp	21.85810248	23.54800677	24.93980854	17.35754717	17.13688828	26.63803639
Secretion system	Type VI Secretion	K11906	lip; type VI secretion system protein Lip	9.531920377	16.27856685	17.34533124	9.719024826	16.60254178	20.68101674
Secretion system	Type VI Secretion	K11891	icmF; type VI secretion system protein IcmF	29.0076034	32.25290492	34.4006069	19.00712165	25.8976884	39.31187216
Secretion system	Type VI Secretion	K11892	dotU; type VI secretion system protein DotU	23.06756455	28.01169611	31.29390625	21.62737787	20.81495246	37.80032657
Secretion system	Type VI Secretion	K11907	clpV; type VI secretion system protein ClpV	13.41741159	18.90808223	18.02606023	10.54583054	11.89987824	23.45883448
Secretion system	Type VI Secretion	K11912	ppkA; serine/threonine-protein kinase PpkA	278.9176011	287.1290573	84.88905849	245.8838328	183.2518253	195.4466381
Secretion system	Type VI Secretion	K11913	fha1; type VI secretion system protein Fha1	1.016287864	0.382381518	4.965399688	0	2.303410947	5.220863639
Secretion system	Type VI Secretion	K11915	pppA; serine/threonine protein phosphatase PppA	1.073432392	0.410748557	5.125595616	1.851236437	4.764743268	8.296340607
Secretion system	Sec-SRP	K03072	secD; preprotein translocase subunit SecD	62.92791768	78.00769351	54.59992855	82.01766244	78.97826623	92.50630232
Secretion system	Sec-SRP	K03074	secF; preprotein translocase subunit SecF	46.52261637	55.89714125	50.00322319	47.23341169	76.61471541	90.95924964
Secretion system	Sec-SRP	K12257	secDF; SecD/SecF fusion protein	41.38621068	15.91250024	8.158622209	37.6804245	45.00881399	37.17381006
Secretion system	Sec-SRP	K03073	secE; preprotein translocase subunit SecE	137.5767346	142.9040024	84.72213681	146.9169658	131.7910037	138.3928951
Secretion system	Sec-SRP	K03075	secG; preprotein translocase subunit SecG	144.2064132	147.7914905	78.4530036	149.5827147	126.9943333	141.0360446
Secretion system	Sec-SRP	K03076	secY; preprotein translocase subunit SecY	169.5423892	172.3008168	152.7395909	195.6098134	174.7558262	171.4743904
Secretion system	Sec-SRP	K03210	yajC; preprotein translocase subunit YajC	145.5175579	143.1376472	80.3043695	134.0575149	132.2101681	139.6510863
Secretion system	Sec-SRP	K03217	yidC; preprotein translocase subunit YidC	154.7919459	155.4278187	89.7033861	164.8282122	142.5753286	147.3743626
Secretion system	Sec-SRP	K03070	secA; preprotein translocase subunit SecG	188.4265814	176.1153619	104.9348822	184.3332188	158.7021977	189.2692335
Secretion system	Sec-SRP	K13301	secM; preprotein translocase subunit SecM						
Secretion system	Sec-SRP	K03110	ftsY; fused signal recognition particle receptor	133.5727034	144.2700292	123.9191199	151.8790152	143.3320049	149.935674
Secretion system	Sec-SRP	K03071	secB; preprotein translocase subunit SecB	42.28539896	25.82900848	45.97652186	34.51535026	68.63396593	80.85181038
Secretion system	Sec-SRP	K03106	ffh; signal recognition particle subunit Ffh	143.873541	152.1078383	137.0330643	158.9225246	145.4872451	163.1168445
Secretion system	Twin arginine targeting	K03116	tatA; sec-independent protein translocase protein TatA	195.5335087	236.0989754	193.5115821	194.7128534	203.1862191	194.431465
Secretion system	Twin arginine targeting	K03117	tatB; sec-independent protein translocase protein TatB	52.21973462	31.03333729	33.13239655	38.54960602	47.42920158	70.05141803
Secretion system	Twin arginine targeting	K03118	tatC; sec-independent protein translocase protein TatC	172.250113	270.4559934	339.3869475	197.046503	296.076989	282.0221561
Secretion system	Twin arginine targeting	K03425	tatE; sec-independent protein translocase protein TatE						
Secretion system	Type Vabc Secretion for Va. Vb and Vc	K11028	vacA; Type Va. vacuolating cytotoxin						
Secretion system	Type Vabc Secretion for Va. Vb and Vc	K11017	shlB; Type Vb. hemolysin activation/secretion protein						
Secretion system	Type Vabc Secretion for Va. Vb and Vc	K11016	shlA; Type Vb. hemolysin						
Secretion system	Type Vabc Secretion for Va. Vb and Vc	K12341	yadA; Type Vc. adhesin YadA						
Secretion system	Type Vabc Secretion for Va. Vb and Vc	K12342	yadBC; Type Vc. adhesin YadB/C						
Other	Bacterial chemotaxis	K03406	mcp; methyl-accepting chemotaxis protein	901.7593805	670.4924196	1854.498232	1133.93041	1193.740758	1203.400592
Other	Bacterial chemotaxis	K05874	tsr; methyl-accepting chemotaxis protein I. serine sensor receptor						
Other	Bacterial chemotaxis	K05875	tar; methyl-accepting chemotaxis protein II. aspartate sensor receptor						
Other	Bacterial chemotaxis	K05876	trg; methyl-accepting chemotaxis protein III. ribose and galactose sensor receptor						
Other	Bacterial chemotaxis	K05877	tap; methyl-accepting chemotaxis protein IV. peptide sensor receptor						
Other	Bacterial chemotaxis	K03776	aer; aerotaxis receptor	1.409519154	2.753293063	10.16308606	5.246773059	4.449979954	4.866513527
Other	Bacterial chemotaxis	K10108	malE; maltose/maltodextrin transport system substrate-binding protein	0.687042988	1.745879893	2.997616383	11.14597476	0.305466328	0.183854852
Other	Bacterial chemotaxis	K10439	rbsB; ribose transport system substrate-binding protein	82.87565567	49.79630039	39.39298924	95.95820075	45.72238224	64.32111847
Other	Bacterial chemotaxis	K10540	mglB; methyl-galactoside transport system substrate-binding protein	0.643822297	0	0.199304192	0	3.45342352	0.40963493
Other	Bacterial chemotaxis	K12368	dppA; dipeptide transport system substrate-binding protein	0	0	0	0	1.048771525	1.444372409
Other	Bacterial chemotaxis	K03407	cheA; two-component system. chemotaxis family. sensor kinase CheA [EC:2.7.13.3]	95.77278828	62.86470161	104.7287726	100.9444503	89.30372896	111.6982685
Other	Bacterial chemotaxis	K03408	cheW; purine-binding chemotaxis protein CheW	208.8185589	128.5016968	176.0005625	235.5393772	112.2371606	148.6210348
Other	Bacterial chemotaxis	K03413	cheY; two-component system. chemotaxis family. chemotaxis protein CheY	145.310498	106.9734547	169.9378796	162.9363355	149.5853029	158.0968368
Other	Bacterial chemotaxis	K03410	cheC; chemotaxis protein CheC	21.99128357	55.28983624	237.1754424	93.00658545	161.088658	118.6579626
Other	Bacterial chemotaxis	K03414	cheZ; chemotaxis protein CheZ	19.91766531	19.86118774	36.17470994	10.14687886	32.02430154	43.34353852
Other	Bacterial chemotaxis	K03409	cheX; chemotaxis protein CheX	89.62785296	37.88049765	42.24327233	77.59937425	23.45876718	34.89777783
Other	Bacterial chemotaxis	K03412	cheB; two-component system. chemotaxis family. protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	142.9768617	106.1604252	152.001243	147.1752281	110.2429146	138.884141
Other	Bacterial chemotaxis	K13924	cheBR; two-component system. chemotaxis family. CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]	118.243563	134.9870671	96.03718618	76.75658976	97.88941499	123.5980675
