OTU	Elos12	Classification
Otu13	7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Ermolyevavirinae;Cetovirus;unclassified Cetovirus;Vibrio phage River4;;;
Otu14	688	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Thiomonas;unclassified Thiomonas;;;;;;
Otu15	2349	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium fortuitum;;;;;
Otu16	284	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus silvestris;Solibacillus silvestris StLB046;;;;
Otu17	19	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;Actinobacillus lignieresii;;;;;;
Otu18	356	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;;;;;;;
Otu19	1387	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Neorhizobium;Neorhizobium galegae;Neorhizobium galegae bv. officinalis;Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141;;;
Otu20	930	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter equi;;;;;
Otu21	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Chenonavirus;Mycobacterium virus Che9c;;;;;
Otu22	2	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas citri group;Xanthomonas citri;Xanthomonas citri pv. malvacearum;Xanthomonas citri pv. malvacearum X20;;;
Otu23	2485	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;unclassified Marinobacter;Marinobacter sp. NP-4(2019);;;;;
Otu24	8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;unclassified Myoviridae;;;;;;
Otu25	48136	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halopenitus;Halopenitus persicus;;;;;
Otu26	2	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Betabaculovirus;Spodoptera frugiperda granulovirus;;;;;;;;
Otu27	687	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas migulae;;;;;
Otu28	120	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia;unclassified Borrelia;Borrelia sp. A-FGy1;;;;;
Otu29	387	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;;;;;
Otu30	28	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae;Paenibacillus larvae subsp. pulvifaciens;;;;
Otu31	43083	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;;;;;;;;;
Otu32	1	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii;Acinetobacter baumannii 1656-2;;;;
Otu33	522	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;;;;;;;;
Otu34	33	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;unclassified Rickettsia;Rickettsia endosymbiont of Bemisia tabaci;Rickettsia sp. MEAM1 (Bemisia tabaci);;;
Otu35	1418	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Spirosomaceae;Runella;Runella slithyformis;Runella slithyformis DSM 19594;;;
Otu36	221	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia ubonensis;Burkholderia ubonensis MSMB22;;;;
Otu37	665	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;unclassified Clostridium;Clostridium sp. SY8519;;;;
Otu38	1334	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter baengnokdamensis;;;;
Otu39	33	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;unclassified spotted fever group;Rickettsia endosymbiont of Ixodes scapularis;;;
Otu40	12	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;;;;;;;
Otu41	48	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga baltica;Cellulophaga baltica NN016038;;;
Otu42	158	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium divergens;;;;;
Otu43	31	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;Bacteroides caccae CL03T12C61;;;
Otu44	3399	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;unclassified Hydrogenophaga;Hydrogenophaga sp. BA0156;;;;;
Otu45	20	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;unclassified Polaribacter;Polaribacter sp. R2A056_3_33;;;
Otu46	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia Phage Lollipop1437;;;;;
Otu47	1135	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;unclassified Sphingobium;Sphingobium sp. KCTC 72723;;;;;
Otu48	11	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas mediterranea;Alteromonas mediterranea DE;;;;;
Otu49	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Mufasoctovirus;Arthrobacter virus Mufasa8;Arthrobacter phage Mufasa8;;;;
Otu50	17	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium tuberculosis;Mycobacterium tuberculosis KZN 605;;;
Otu51	7331	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans suffuscus;;;;;
Otu52	78	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter lanthieri;;;;;
Otu53	14	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia pseudomallei;Burkholderia pseudomallei MSHR1328;;;;
Otu54	2502	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium smegmatis;;;;;
Otu55	103	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Nautiliales;Nautiliaceae;;;;;;;
Otu56	7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Antsirabe;;;;;
Otu57	21137	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Natrinema;Natrinema versiforme;;;;;
Otu58	1874	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium kansasii;;;;;
Otu59	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Titanvirus;;;;;;
Otu60	5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;Jasinkavirinae;Pecentumvirus;;;;;
Otu61	2	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Betabaculovirus;Cryptophlebia leucotreta granulovirus;;;;;;;;
Otu62	21	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Arequatrovirus;unclassified Arequatrovirus;Streptomyces phage Omar;;;
Otu63	887	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium striatum;;;;;
Otu64	36	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma salivarium;;;;;
Otu65	21	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor kristjanssonii;Caldicellulosiruptor kristjanssonii I77R1B;;;;
Otu66	1479	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Hyellaceae;Pleurocapsa;unclassified Pleurocapsa;Pleurocapsa sp. PCC 7327;;;;
Otu67	7	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Gammaherpesvirinae;Lymphocryptovirus;Human gammaherpesvirus 4;;;;
Otu68	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Steinhofvirus;Achromobacter virus JWX;Achromobacter phage JWX;;;;
Otu69	1513	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter;unclassified Arthrobacter;Arthrobacter sp. YC-RL1;;;;
Otu70	728	Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;unclassified Selenomonas;;;;;
Otu71	191	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 2114.2;;;;
Otu72	59	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. Colony2;;;;;
Otu73	11	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii;Escherichia fergusonii ECD227;;;;;
Otu74	20	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus laterosporus;Brevibacillus laterosporus LMG 15441;;;;
Otu75	5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vojvodinavirus;;;;;;
Otu76	2	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas nitritireducens;;;;;;
Otu77	1410	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium;Mesorhizobium sp. NZP2077;;;;;
Otu78	3028	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;unclassified Marinobacter;Marinobacter sp. CP1;;;;;
Otu79	59	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;unclassified Polynucleobacter;Polynucleobacter sp. JS-JIR-5-A7;;;;;
Otu80	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Karimacvirus;Streptomyces virus StarPlatinum;Streptomyces phage StarPlatinum;;;;
Otu81	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trinevirus;Gordonia virus Trine;Gordonia phage Trine;;;;
Otu82	2084	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;unclassified Paracoccus;Paracoccus sp. Arc7-R13;;;;;
Otu83	21	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola (Cinara piceae);;;;;
Otu84	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lessievirus;Burkholderia virus DC1;Burkholderia phage DC1;;;;
Otu85	128	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter cibarius;;;;;
Otu86	104	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;unclassified Helicobacter;Helicobacter sp. NHP19-0003;;;;
Otu87	642	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;unclassified Cohnella;Cohnella sp. MFER-1;;;;
Otu88	1	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Capripoxvirus;;;;;
Otu89	4621	Bacteria;FCB group;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca;Gemmatimonas aurantiaca T-27;;;;
Otu90	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum;Ralstonia solanacearum FQY_4;;;;;
Otu91	5	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella pinnipedialis;;;;;
Otu92	416	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;unclassified Comamonas;Comamonas sp. Y33R10-2;;;;;
Otu93	216	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio metoecus;;;;;;
Otu94	3	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori 52;;;;
Otu95	46	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Wigglesworthia;Wigglesworthia glossinidia;Wigglesworthia glossinidia endosymbiont of Glossina morsitans;Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony);;;;
Otu96	3136	Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia panareensis;;;;;
Otu97	3856	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;unclassified Cellulomonas;Cellulomonas sp. JZ18;;;;
Otu98	288	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis;;;;;
Otu99	409	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alvei;;;;;
Otu100	55	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;;;;;;;;;
Otu101	1	Viruses;Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Deltalipothrixvirus;Deltalipothrixvirus SBFV3;Sulfolobales Beppu filamentous virus 3;;;;
Otu102	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Marfavirus;;;;;;
Otu103	292	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii;Faecalibacterium prausnitzii L2-6;;;;
Otu104	2	Viruses;Naldaviricetes;Lefavirales;Nudiviridae;Betanudivirus;Heliothis zea nudivirus;Helicoverpa zea nudivirus 2;;;;;;;
Otu105	327	Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga;Kosmotoga olearia;Kosmotoga olearia TBF 19.5.1;;;;;
Otu106	92	Archaea;TACK group;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus;;;;;
Otu107	1	Archaea;TACK group;Crenarchaeota;Thermoprotei;Thermofilales;Thermofilaceae;Infirmifilum;;;;;;
Otu108	3351	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. MBT27;;;;
Otu109	1	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Hemileuca species nucleopolyhedrovirus;Hemileuca sp. nucleopolyhedrovirus;;;;;;;
Otu110	156	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus poinarii;Xenorhabdus poinarii G6;;;;;
Otu111	509	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Swingsia;unclassified Swingsia;Swingsia sp. F3b2;;;;;
Otu112	19257	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sulfidiphilus;Thioalkalivibrio sulfidiphilus HL-EbGr7;;;;;
Otu113	18	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unclassified Enterobacteriaceae;Enterobacteriaceae endosymbiont of Macroplea mutica;;;;;;
Otu114	4243	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;unclassified Thauera;Thauera sp. K11;;;;;
Otu115	833	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;Spirosoma endbachense;;;;
Otu116	128	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter;;;;;;;
Otu117	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;unclassified Escherichia;Escherichia sp. SCLE84;;;;;
Otu118	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;unclassified Fromanvirus;Mycobacterium phage Centaur;;;;
Otu119	1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Southern elephant seal virus;;;;;
Otu120	36	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Limnospira;Limnospira indica;Limnospira indica PCC 8005;;;
Otu121	877	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Dongshaea;Dongshaea marina;;;;;;
Otu122	43	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis AJW4;;;
Otu123	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage phiT46-1;;;;;
Otu124	55	Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginalis;;;;;
Otu125	126	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;unclassified Sulfurimonas;Sulfurimonas sp. H1576;;;;
Otu126	81	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus ginsenosidimutans;;;;;
Otu127	5134	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora carbonacea;;;;;
Otu128	20	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;;;;;;;
Otu129	2	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Decacovirus;Rhinolophus ferrumequinum alphacoronavirus HuB-2013;Alphacoronavirus BtMs-AlphaCoV/GS2013;
Otu130	1	Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus radiodurans;Deinococcus radiodurans R1;;;;
Otu131	110	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. PONIH3;;;;;
Otu132	12	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;unclassified Carnobacterium;Carnobacterium sp. CP1;;;;
Otu133	2412	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Gryllotalpicola;Gryllotalpicola protaetiae;;;;;
Otu134	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Likavirus;Streptomyces virus Izzy;Streptomyces phage Izzy;;;
Otu135	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Slopekvirinae;Drulisvirus;Klebsiella virus myPSH1235;Klebsiella phage myPSH1235;;;
Otu136	130	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas foliarum;;;;;;
Otu137	3	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;Lactiplantibacillus argentoratensis;;;;;
Otu138	50	Archaea;TACK group;Thaumarchaeota;Nitrosopumilales;Nitrosopumilaceae;;;;;;;;
Otu139	137	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;;;;;;;
Otu140	5856	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Sulfuritortus;Sulfuritortus calidifontis;;;;;;
Otu141	2180	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia odontolytica;;;;;
Otu142	1	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. SE50/110;;;;
Otu143	375	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea stewartii;;;;;;
Otu144	7595	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Jiangellales;Jiangellaceae;Jiangella;unclassified Jiangella;Jiangella sp. DSM 45060;;;;
Otu145	71	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium beijerinckii;Clostridium beijerinckii NRRL B-598;;;;
Otu146	1372	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sinipercae;;;;;;
Otu147	47	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Rhizobacter;;;;;;;
Otu148	5	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni X;;;;
Otu149	12	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Commensalibacter;unclassified Commensalibacter;Commensalibacter sp. ESL0284;;;;;
Otu150	1984	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia thailandensis;;;;;
Otu151	26146	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina widdelii;;;;;
Otu152	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae;Haemophilus influenzae 2019;;;;;
Otu153	5	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;;;;;;;;
Otu154	19	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella ovis;;;;;;
